id,session,sid,context,state,answer,stateC,answerC,appxC,Precision,Accuracy,Info lack,Misinfo,Safe,H needs,Context,S ease,H ease,Habit,Sound,Other,motive
2224,2,224,neighbor,8:26-8:34,around half past eight,8,10,around,,,x,,,,,,,,,,Because I did not know the exact time it happened.
2225,2,225,police,at 8:35,8:35am,5,5,0,,,,,,,,,,,,0,"Because the accident happened in the morning, if I only said it happened at 8:35 the police officer wouldn't know whether it was in the morning or in the evening. As I haven't specified."
2226,2,226,police,at 8:31,08:30,1,0,0,,,,x,,,,,,,,,incase my watch wasn't 100% accurate
2229,2,229,neighbor,at 8:25,twenty-five past eight,5,5,0,,,,,,,,,,,,0,"I was always taught that before the half hour was 'past', and past the half hour was 'to'"
2230,2,230,neighbor,at 8:29,8:29,1,1,0,x,,,,,,x,,,x,,,"I prefer to give exact times--despite being teased for it--and with someone important and sensitive like an accident, the exact time seems pertinent."
2231,2,231,neighbor,at 8:33,eight thirty,3,0,0,,,,,,,,,,x,,,"because usually in conversation you round the time  like 30, 40, 45 etc..."
2233,2,233,police,at 8:35,25 to 9,5,5,0,,,,,,,,,,x,,,In natural conversation I would say 25 to 9 and it was the first thought that came to mind. I probably would have clarified afterwards that it was 8:35am to be more specific for a police report but I wrote down what first came to mind.
2234,2,234,police,at 8:31,8:31 am,1,1,0,,,,,,,,,,,,0,I chose to answer this way because this was the time I saw the accident take place.
2235,2,235,police,at 8:27,27 minutes past 8 this morning,3,3,0,,,,,,,,,,,,0,That is how I would describe the time shown on the watch
2237,2,237,neighbor,at 8:25,8.25,5,5,0,,,,,,,,,,,,0,that is how I right the time and the clock read 8.25
2238,2,238,neighbor,at 8:31,8.30,1,0,0,,x,,,,,,,,,,,I thought that was the correct time
2239,2,239,neighbor,at 8:27,8:27,3,3,0,,,,,,,,,,,,X,
2240,2,240,neighbor,8:26-8:34,8:30ish,8,10,ish,,,,,,,,,,,,0,Because it covers the time before and after the median time in the most effective verbal way
2242,2,242,police,at 8:31,a minute after half eight ,1,1,0,,,,,,,,x,,,,,I think it is the easiest way to phrase 8:31
2243,2,243,police,at 8:33,9:30,3,0,0,,,,,,,,,,x,,,I misread the time as 9:30. I would round to the nearest 15 minute interval when looking at my watch.
2244,2,244,police,8:26-8:34,8:26 to 8:34,8,8,0,,,,,,,,,,,,0,this is what the clock said
2245,2,245,neighbor,at 8:35,eight thirty-five,5,5,0,,,,,,,,,,x,,,"Natural phrasing for me. I probably would leave it at that unless they asked for more details, which I probably would give."
2246,2,246,neighbor,at 8:31,8:30,1,0,0,,,,,,,,x,x,,,,Because I rounded it to make it easier to remember and say.
2247,2,247,neighbor,at 8:33,8:33,3,3,0,,,,,,,,,,,,0,because it was the truth
2250,2,250,police,at 8:29,8:30 THIS MORNING,1,0,0,,x,,,,,,,x,,,,It's a close enough estimate and conveys the information clearly
2251,2,251,police,at 8:33,8:35,3,5,0,x,,,,,,,,,x,,,It's the normal way of telling the time - it's not considered 'normal' to answer to the exact minute!
2252,2,252,police,8:26-8:34,Half past 8,8,0,0,,,,,,,,,,,,0,It was the neutral point
2253,2,253,neighbor,at 8:35,8:35 ,5,5,0,,,,,,,,,,,,0,It was the time on my watch when I saw the accident
2254,2,254,neighbor,at 8:29,half 8,1,0,0,,,,,,,,x,,,,,Easier to say half8
2255,2,255,neighbor,at 8:33,8.30ish,3,10,ish,x,,,,,,x,,,x,,,If in a real conversation i would find it odd to state it to the exact minute. If i give people a time such as i will be over at....i normally say9.30ish for example. 
2256,2,256,neighbor,8:26-8:34,about 8.30,8,10,about,x,,,,,,x,,,x,,,In a flowing conversation its more natural to give a rough time rather than a precise time.
2257,2,257,police,at 8:25,8:25 AM,5,5,0,,,,,,,,,,,,X,I assumed that I was leaving the house in the morning and felt it was important to be clear
2258,2,258,police,at 8:29,08:29,1,1,0,,,,,,,,,,,,0,It's the 24 hour clock and I knew it was the morning.
2259,2,259,police,at 8:33,8:30,3,0,0,,x,,,,,,,,,,,Near enough
2260,2,260,police,8:26-8:34,8:30,8,0,0,x,,,,,x,x,,,,,,"For an accident, the precise time in a few minutes does not matter, so the officer only needs to know an approximate range of times.  8:30 is the middle time and is a natural approximation point."
2261,2,261,neighbor,at 8:35,twenty-five to nine the morning,5,5,0,,,,,,,,,,x,,,I chose to answer this way because it would be odd to say it happened at thirty-five past eight.  It just makes more sense to read time 'to' after half past then to say 'past' after half past. If that makes any sense.
2263,2,263,neighbor,at 8:33,at 8.33AM,3,3,0,,,,,,,,,,,,0,Because that was when it happened
2264,2,264,neighbor,8:26-8:34,08:30,8,0,0,,,,,,,,x,,,,,It is the simplest description
2265,2,265,police,at 8:25,8.25am,5,5,0,,x,,,,x,,,,,,,because it was the accurate information required 
2266,2,266,police,at 8:29,8:29,1,1,0,,,,,,,,,,,,0,because that is when it happened
2267,2,267,police,at 8:27,8.27,3,3,0,,x,,,,,,,,,,,I tried to answer accurately
2268,2,268,police,8:26-8:34,around 8:30am,8,10,about,,,,,,,,,,,,0,It is an average of the time range.
2271,2,271,neighbor,at 8:27,about 8:30,3,10,around,,,,,,,,,x,,,,"It's easier to remember rounded times, and others seem to prefer it."
2272,2,272,neighbor,8:26-8:34,eight thirty,8,0,0,,x,,,,,,,,,,,it was accurate to the clock shown
2273,2,273,police,at 8:35,35 minutes past 8,5,5,0,,,,,,,,,,,,0,Because that is the time it happened and the way I would have said it. 
2275,2,275,police,at 8:27,8.27 AM,3,3,0,,,,,,,,,,,,0,I answered that way as to give a factual account of my recollection of the event.
2276,2,276,police,8:26-8:34,around 8am. Between 8:26am & 8:34am ,8,8,0,,x,,,,,,,,,,,because I'm legally obligated to be honest and give accurate answers
2277,2,277,neighbor,at 8:35,25 to 9 this morning,5,5,0,,,,,,,x,x,,,,,"I found it easier to say this way. Saying it was 8:35 would have been too formal, whereas in an informal event with friends, 25 to 9 this morning seem like a good casual way to inform them. "
2278,2,278,neighbor,at 8:31,8:31am,1,1,0,x,,,,,,,,,,,,That is the best way to answer a question at first before giving more details.
2280,2,280,neighbor,8:26-8:34,about 8:30am,8,10,about,,,,,,,,,,x,,,Usually I give time rounding off to the nearest 15 minutes
2282,2,282,police,at 8:29,8:29 am,1,1,0,x,,,,,,,,,,,,To be precise
2283,2,283,police,at 8:27,8:27,3,3,0,x,,,,,,,,,,,,"That was the most precise time that I could have said, and it was more sensible than rounding either forwards or backwards."
2285,2,285,neighbor,at 8:35,8:35 in the morning,5,5,0,,,,,,,,,,,,0,If the party happened later in the day then the accident occurred in the morning.
2286,2,286,neighbor,at 8:31,around 8:32 in the morning ,1,2,around,,,,,x,,,,,x,,,"I read the watch as 8:32 and usually when people ask me the times I use ""around"" just to be safe "
2287,2,287,neighbor,at 8:27,8:25ish,3,15,ish,x,,,,,,,,,x,,,I feel as though it adequately represents the timeframe and I feel like it's a more natural way to speak than being exact 
2288,2,288,neighbor,8:26-8:34,eight thirty,8,0,0,,,,,,,,,,,,0,It seemed roughly in the middle.
2290,2,290,police,at 8:31,8.31,1,1,0,,,,,,,,,,,,0,looked at what the watch said
2292,2,292,police,8:26-8:34,7.35am,8,5,0,,,,,,,,,,,,X,"I did not know that it happened between 8.26 and 8.34. I must have missed it in the description, but I was thinking of the time that I leave for work"
2295,2,295,neighbor,at 8:27,27 minutes past 8,3,3,0,,,,,,,,,x,,,,It makes it clear what time it occurred.
2297,2,297,police,at 8:35,around 8:30am,5,10,around,x,,,,,,,,,x,,,As humans we tend to round off time to rough 15 minute intervals. If he pressed me further to be more specific I would have given him the exact time.
2298,2,298,police,at 8:31,20h31,1,1,0,,,,,,,,,,,,0,I worked on the 24 hour time system
2305,2,305,police,at 8:35,25 minutes to 9,5,5,0,,,,,,,,,,,,0,I would consider it more descriptive in terms of time 
2308,2,308,police,8:26-8:34,between 8:26 and 8:34,8,8,0,,x,,,,,,,,,,,Because this was the most accurate way of telling the police
2309,2,309,neighbor,at 8:25,8:25am,5,5,0,,,,,,,,,,,,0,I answered because the clock read 8:25 and it was the morning. 
2310,2,310,neighbor,at 8:31,8:31,1,1,0,,,,,,,,,,,,0,because it happened at 8:31
2312,2,312,neighbor,8:26-8:34,around 0830,8,10,around,,,,x,,,,,,,,,Not all watches and clocks are set to the same accurate time.
2313,2,313,police,at 8:35,8:45am,5,5,0,,,,,,,,,,,,X,I mis-typed it. It should have been 8:35
2314,2,314,police,at 8:29,8:29,1,1,0,x,,,,,x,,,,,,,thats how i write out the time. It mentioned a detailed timeline so better to be precise if I know the exact time. 
2317,2,317,neighbor,at 8:35,8:35,5,5,0,,,,,,,,,,,,0,Because it was the time it happened
2318,2,318,neighbor,at 8:31,8:31,1,1,0,x,,,,,,,,,,,,"Because it was the precise time, I can mention I was looking at my watch if anyone sounds surprised"
2319,2,319,neighbor,at 8:33,8:33am,3,3,0,,,,,,,,,,,,0,Because since the friend asked about it 'later' it probably took place in the morning
2321,2,321,police,at 8:35,8.35,5,5,0,,,,,,,,,,,,0,because that was the answer
2322,2,322,police,at 8:29,just before half past 8,1,10,just before/after,,,,x,,,,,,,,,i don't know how accurate the clock is
2323,2,323,police,at 8:33,8.33,3,3,0,,,,,,,,,,,,0,Because it was 8:33. But I did not put 08:33 because it was not clear if it was pm or am. 
2326,2,326,neighbor,at 8:29,8:29,1,1,0,,,,,,,,,,,,0,"The small hand wasn't yet at 9 and the minute hand was at one tick before 30, meaning 29"
2327,2,327,neighbor,at 8:33,8:33,3,3,0,,x,,,,,,,,,,,It was the right time. Rounding up or down could make information passed on by that person less accurate
2329,2,329,police,at 8:25,25 past 8,5,5,0,,,,,,,,,,x,,,Because that's the way i usually say it
2330,2,330,police,at 8:29,8.29 AM,1,1,0,,,,,,,,,,,,0,"I looked at my watch when it happened, and remembered the time it said."
2331,2,331,police,at 8:27,8:27 am,3,3,0,,,,,,,,,,,,0,It was the correct answer.
2332,2,332,police,8:26-8:34,8.30,8,0,0,,x,,,,,,,,,,,Because that was the most accurate of time
2334,2,334,neighbor,at 8:31,half 8,1,0,0,x,,,,,,x,,,,,,"If I was telling the police, I would have said it happened at the exact time, however since it was just a random person who was not that involved, I would say the rough time"
2336,2,336,neighbor,8:26-8:34,about 8:30 this morning,8,10,about,,,,,,,,,,,,0,"Because it is the average of the two times, but said unspecifically as to include the range."
